,id,article,label
172,106,"article 14. les titulaires d'une concession domaniale : 1° adressent à la commission, si les statuts de la société ou les conditions contractuelles relatives à lacréation d'un joint venture ou d'associations momentanées ou en participation, au profit de laquelle laconcession est accordée, tels qu'ils étaient applicables au moment de la demande, font l'objet demodifications notables, copie de ces modifications ainsi que, le cas échéant, du procès verbal del'assemblée générale extraordinaire qui les a décidées:2° informent au préalable la commission de tout projet de modification de la personne morale titulairede la concession qui serait de nature, par une nouvelle répartition des parts sociales ou par tout autremoyen, d'apporter une modification du contrôle de l'entreprise ou de transférer à un tiers tout ou partiedes droits découlant du bénéfice de la concession;3° informent la commission de toute modification notable de nature à modifier les capacitéstechniques et financières mentionnées dans le dossier original sur le fondement desquelles laconcession a été accordée;4° commencent la phase d'exploitation de l'installation ou, le cas échéant, la phase de démonstrationde l'installation, si celle-ci s'avère nécessaire et est justifiée auprès de la commission et desadministrations concernées, dans un délai de trois ans à compter du jour de la notification de laconcession ou, s'il est postérieur à celui-ci, à dater du jour où il est donné connaissance de l'ultimepermis ou autorisation requis en vertu d'une autre législation:5° ne peuvent abandonner, qu'en cas de raison légale, de raisons techniques fondées ou de cas de forcemajeure l'exploitation d'une partie substantielle de l'installation pendant plus d'un an;6° prennent toutes les mesures nécessaires à la sauvegarde de la sécurité publique, tant lors de laconstruction qu'au cours de l'exploitation de l'installation et lors de la cessation de celle-ci, qu'il y aitou non renonciation à la concession;7° mettent en place un système permanent d'évaluation et de contrôle des obligations visées au 6: 8° prennent toutes les mesures nécessaires en vue de la protection et de la préservation du milieumarin, telles que déterminées par le permis ou l'autorisation octroyée en vertu de l'article 25 de la loidu 20 janvier 1999 visant la protection du milieu marin dans les espaces marins sous juridiction de labelgique;9° adoptent toutes les mesures de signalisation et de balisage au cours de la construction et en phased'exploitation, prescrites par les législations et réglementations en vigueur, qui sont destinées àprévenir les risques de collision des installations par les navires, les aéronefs et autres engins flottantsou volants;10° prévoient l'implantation des installations de manière à utiliser de façon la plus intense possiblel'espace concédé, compte tenu de la technologie mise en oeuvre:11° réalisent les installations suivant les normes et règlements applicables en belgique, de manière àpermettre une exploitation, un entretien et toutes autres interventions en sécurité;12° disposent de garanties adéquates pour la couverture du risque en matière de responsabilité civilecréé par la nouvelle installation, suivant les critères généralement appliqués par les entreprisesd'assurances; notifient à la commission toute modification des dites garanties:13° choisissent ou adaptent les statuts de la société résidente au profit de laquelle la concession estaccordée et dont l'activité consiste principalement ou accessoirement en la production d'électricité envue de sa vente de façon à ce que cette société soit assujettie à l'impôt des sociétés:14° transmettent annuellement au ministre ou à son délégué les données administratives nécessairesen vue de permettre à la belgique de satisfaire aux obligations de communication d'information à lacommission européenne résultant des directives concernant l'organisation ou le fonctionnement dumarché de l'électricité;15° fournissent annuellement à la commission les données techniques relatives au fonctionnement desinstallations en vue de la préparation du programme indicatif des moyens de production d'électricité.chapitre vl. - prolongation, extension et cession de la concession domaniale",Not Zone
173,9130,"article l. 331-15-2. - les travaux, a l'exception des travaux d'entretien normal et, pour les équipements d'intérêt général, de grosses réparations, sont interdits dans le ou les coeurs du parc national, sauf autorisation spécialede l'établissement publie du parc national délivrée après avis de son conseil scientifique et du comité de vie localeou, sur délégation, de leur président. cette autorisation spéciale peut notamment être accordée pour des installations ou constructions légères àusage touristique, ainsi que pour des activités, travaux, constructions ou installations d'intérêt général, lorsquedes contraintes techniques ou topographiques rendent technique ment ou financièrement inacceptable une autrelocalisation, dans les conditions précisées par le décret prévu par l'article l. 331-7.",Not Zone
174,8017,"article 28: l’occupation et l’utilisation des terres littorales doivent permettre de préserver les espaces terrestres et marins remarquables ou nécessaires au maintien deséquilibres naturels.par dérogation à la règle édictée ci-dessus, les installations ou constructions légèresnécessaires à la gestion ou au fonctionnement et mise en valeur desdits espaces peuventêtre autorisées par décret.",Not Zone
175,16414,"article 10 : l’administration chargée de l’environnement et des forêts doit veiller à ce quela protection temporaire des sites d’intérêt biologique et écologique n’empêche les titulairesdes permis de pêche, miniers, pétroliers bénéficiant des droits acquis de mener dans les règlesde l’art et dans le respect de la réglementation en vigueur les activités découlant desdits droitsde pêche, miniers et/ou pétroliers.les permis de pêche délivrés antérieurement à cet arrêté et dont les redevances ont étéentièrement libérées garderont leur validité pour la durée pour laquelle ils ont été délivrésnéanmoins, une etude d’impact environnemental (eie) ou une mise en conformitéenvironnementale doit être initiée par l’opérateur du projet minier ou pétrolier avant la sortiedu décret portant création définitive des sites d’intérêts biologique et écologique.en cas de renonciation par les titulaires de ces permis miniers et/ou pétroliers, les périmètresou blocs concernés s’ajoutent d’office à la superficie de protection temporaire définie par leossible. la estauration des sites par letitulaire du permis demeure obligatoire après les activités exercées.",Not Zone
176,704,"article 16 : sont strictement interdits, sur toute l'étendue des parcs nationaux : la recherche, la poursuite, l'abattage, le piégeage, la capture de tous lesanimaux;la destruction des gîtes ou nids;le ramassage des œufs;tous actes susceptibles de nuire à la végétation spontanée ou de la dégraderla circulation en dehors des pistes et routes ouvertes au public ;le stationnement de jour en dehors des emplacements indiqués par lepersonnel de surveillance, le stationnement de nuit ailleurs que dans lescampements et hôtels agrées;la détention et le port de toute arme. les personnes qui, gagnant uncampement ou un hôtel, auraient des armes dans leur voiture doivent, avantl'entrée dans le parc national, les décharger, les démonter et les mettre dansleur étui; déclaration doit être faite au poste de contrôle et le surveillant peuty apposer les scellés ;le port de toute arme chargée sur les routes et pistes servant de limite ;le survol à une altitude inférieure à 3 000 mètres ;toute exploitation forestière, agricole, halieutique, piscicole ou minière;tout pâturage d'animaux domestiques;toutes fouilles ou prospection, sondages, terrassements ou constructions;tous travaux tendant à modifier l'aspect du terrain ou de la végétation, àl'exception de ceux nécessaires pour la création d'infrastructures requisespour l'aménagement et la surveillance du parc et à l'accueil touristique.toutefois, la pêche pourra être autorisée lorsque les conditions particulières duparc le permettent et qu'elle reste compatible avec ses fonctions essentielles deconservation.",Not Zone
177,891,"article 2. l'article o.311-7 du code de la mer est abrogé et remplacé par les dispositions suivantes :les droits annuels de naturalisation sont fixés par ordonnance souveraine, en fonction de la longueurdes navires.",Not Zone
178,2756,"article ler. - les divisions du règlement annexé à l'arrêté du 23 novembre 1987 susvisé sont modifiées comme indiqué ci-dessous :i. - dans la division 219, sont apportées les modifications suivantes :1. insérer les paragraphes 2, 4,3 et 4.4 suivants à l'article 219-1 : 2. les prescriptions spécifiques aux différents types de navires sont contenues dans les titres 2 et 3 de laprésente division.4.3. l'expression """" engin à passagers à grande vitesse"""" désigne un engin à grande vitesse tel que défini à l'article221-x/01, qui transporte plus de douze passagers. ne sont pas considérés comme engins à grande vitesse lesnavires à passagers de classe b, c ou d, qui effectuent des voyages nationaux lorsque leur déplacementcorrespondant à la ligne de flottaison est de moins de 500 m3 et leur vitesse maximale, telle que définie au point1.430 du recueil de règles de sécurité applicables aux engins à grande vitesse (recueil hsc), est inférieure à 20noeuds.4.4. les navires à passagers du titre 2 sont répartis en différentes classes en fonction de la zone maritime danslaquelle ils opèrent, à savoir :""""classe a"""" : navire à passagers effectuant des voyages nationaux autres que les voyages couverts par les classesb,cetd;""""classe b"""" : navire a passagers effectuant des voyages nationaux au cours desquels il ne se trouve jamais a plusde 20 milles de la côte, où des personnes naufragées peuvent gagner la terre avec une hauteur de marée moyenne""""classe c"""" : navire à passagers effectuant des voyages nationaux dans des zones maritimes où, au cours d'unepériode d'un an dans le cas d'une exploitation s'étendant sur toute l'année et d'une période spécifique de l'annéedans le cas d'une exploitation limitée à cette période (par exemple exploitation estivale), la probabilité derencontrer des vagues d'une hauteur significative supérieure à 2,5 m est inférieure à 10 %, le navire ne setrouvant jamais à plus de 15 milles d'un refuge ni à plus de 5 milles de la côte, où des personnes naufragéespeuvent gagner la terre avec une hauteur de marée moyenne ;""""classe d"""" : navire à passagers effectuant des voyages nationaux dans des zones maritimes où, au cours d'unepériode d'un an dans le cas d'une exploitation s'étendant sur toute l'année et d'une période spécifique de l'annéedans le cas d'une exploitation limitée à cette période (par exemple exploitation estivale), la probabilité derencontrer des vagues d'une hauteur significative supérieure à 1,5 m est inférieure à 10 %, le navire ne setrouvant jamais à plus de 6 milles d'un refuge ni à plus de 3 milles de la côte, où des personnes naufragéespeuvent gagner la terre avec une hauteur de marée moyenne.2. supprimer les paragraphes 4, 4.1, 4.2 et 5 actuels de l'article 219-1. 3. renuméroter les actuels paragraphes 2, 3, 3.1, 3.2, 3.2.1, 3.2.2, 6, 7, 7.1, 7.2 et 8 de l'article 219-1 par 3, 4,4.1, 4.2, 4.2.1, 4.2.2, 5, 6, 6.1, 6.2 et 7.4, remplacer les paragraphes 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 1.10 et 5 de l'article 219-3 par : 1.3. stations terriennes de navire permettant d'assurer des communications bidirectionnelles : a.808(19).1.4. installations radioélectriques à ondes métriques pour les communications vocales et l'appel sélectifnumérique : a.803(19).1.5. installations radioélectriques de bord à ondes hectométriques pour les communications vocales et l'appelsélectif numérique : a.804(19).1.6. installations radioélectriques de bord à ondes hectométriques et décamétriques pour les communicationsvocales, l'impression directe à bande étroite et l'appel sélectif numérique : a.806(19).1.7. radiobalises de localisation des sinistres par satellite pouvant surnager librement et émettant sur 406 mhz :a.810(19).1.8. répondeurs radar pour embarcations et radeaux de sauvetage destinés à être utilisés lors des opérations derecherche et de sauvetage : a.802(19).1.9. radiobalises de localisation des sinistres à ondes métriques pouvant surnager librement : a.805(19).1.10. stations terriennes de navire inmarsat de type c permettant d'émettre et de recevoir descommunications par impression directe : a.807(19).5. les équipements radioélectriques doivent répondre aux normes mentionnées aux paragraphes 1, 2, 3 et 4 ci-dessus, et aux principes généraux fixés par les résolutions a.694(17) et a.808(19) de l'omi.5. insérer les paragraphes 1.14 et 6 suivants après les paragraphes 1.13 et 5 de l'article 219-3 : 1.14. prescriptions générales relatives à la compatibilité électronique de tous les équipements électriques etélectroniques des navires (résolution a.81319).6. les navires assurant les fonctions du smdsm doivent se conformer aux directives à suivre pour éviter lesfausses alertes de détresse (résolution a.81419).6. insérer l'article 219-4.3 suivant après l'article 219-4.2 :",Not Zone
179,1688,"article l. 101-3. — i. — dans les limites de sa circonscription, le grand port maritime veille à l'intégration des enjeux de développement durable dans le respect des règles de concurrence et est chargé, selon lesmodalités qu’il détermine, des missions suivantes :1° la réalisation, l'exploitation et l'entretien des accès maritimes :2° la police, la sûreté et la sécurité, au sens des dispositions du livre iii, et les missions concourant aubon fonctionnement général du port ;3 la gestion et la valorisation du domaine dont il est propriétaire ou qui lui est affecté ;4 la gestion et la préservation du domaine public naturel et des espaces naturels dont il est propriétaireou qui lui sont affectés : il consulte le conseil scientifique d’estuaire, lorsqu'il existe, sur ses programmesd'aménagement affectant les espaces naturels ; 5 juillet 2008 journal officiel de la republique frangaise texte 1 sur 140 5° la construction et l’entretien de l’infrastructure portuaire, notamment des bassins et terre-pleins, ainsique des voies et terminaux de desserte terrestre, notamment ferroviaire et fluviale ;6° la promotion de l'offre de dessertes ferroviaires et fluviales en coopération avec les opérateursconcernés ;7 l'aménagement et la gestion des zones industrielles ou logistiques liées à l’activité portuaire ; 8° les actions concourant à la promotion générale du port.ii. — le grand port maritime ne peut exploiter les outillages utilisés pour les opérations de chargement, dedéchargement, de manutention et de stockage liées aux navires que dans les cas et conditions prévus àl’article l. 103-2.iii. — sous réserve du il le grand port maritime peut exercer, notamment par l'intermédiaire de prises departicipations dans des personnes morales, des activités ou réaliser des acquisitions dont l’objet est de nature àconcourir, à l’intérieur ou à l'extérieur de sa circonscription, au développement ou à la modernisation du portou de la place portuaire. il respecte les enjeux et règles visés au i.il peut proposer des prestations à des tiers s’il les réalise déjà pour son propre compte ou si ellesconstituent le prolongement de ses missions. section 3 circonscription",Not Zone
180,13569,"article 16.- (1) le président du conseil d'administration convoque et préside les réunions du conseil. i! veille à l'application de ses résolutions. pred utce de la nee akpresidency of thr republicsecketariat generalservice ou fichier legislatif etrsj (2) le président du conseil d’administration peut inviter, a titreconsultatif, toute personne physique ou morale, en raison de ses compétencessur les questions inscrites à l'ordre du jour, à prendre part aux travaux duconseil d'administration.",Not Zone
181,8151,"article 22. — avant le début des opérations de chargement, de déchargement ou de manutention des marchandisesdangereuses, le capitaine du navire transportant cesmarchandises et l'entrepreneur de manutention oul'exploitant d'un poste à quai spécialisé, ainsi que l'autoritéportuaire, doivent échanger les informations sur lesconsignes de sécurité à observer à bord et à quai durant ledéroulement de ces opérations.",Not Zone
182,328,"article 7 : le comité national de coordination de recherches et de sauvetage des aéronefs, navires etbateaux civils en détresse est convoqué en sessionordinaire une fois par an et en session extraordinaire,en cas de nécessité, par son président.il peut faire appel à toute personne ressource.",Not Zone
183,307,"article 48 : le décret de classement contient nécessairement : a) les objectifs de la protection ;b) la délimitation précise du périmètre classé ;c) l'établissement d’une zone périphérique, objet d’aménagements à caractère économique social etculturel ;d) un plan de gestion conçu prioritairement sur le maintien des activités traditionnelles localescompatibles avec les objectifs du classement et la création d’un organisme de gestion.e) les charges et les obligations imposées aux populations n’ayant vocation qu’à contribuer à laréalisation des objectifs de la protection à la protection, et les éventuelles contre parties.articles 50: en république fédérale islamique des comores, l’etat détermine la politique de gestion des forêts, quelle que soit publiques ou privées.",Not Zone
184,19438,"article 40 l'autorisation est délivrée pour une durée ne dépassantpas cing (5) ans renouvelable dans les mêmes conditions ctmodalités.dans l'autorisation. il est notamment fait mention del'identité du bénéficiaire et de la nature, la composition, levolume, le lieu et la fréquence des rejets autorisés ainsi que desconditions et méthodes devant être utilisées par le bénéficiaireet des mesures que celui-ci doit prendre pour prévenir, limiterou réduire les nuisances occasionnées par lesdits rejets.l'autorisation est nominative et ne peut être cédée outransférée, à quelque titre que ce soit. elle est retirée parl'autorité qui l'a délivrée dans les cas suivants :— si l’une des obligations fixées dans l'autorisation n'a pasété respectée :- si de nouvelles données scientifiques ou techniquesintervenues après la délivrance de ladite autorisationétablissent que les eaux littorales, les espèces de la floreou de la faune sauvages, l'environnement littoral engénéral ou les zoncs dans lesquelles les rejets ont lieusont menacés :- si les rejets ont des effets négatifs sur l'écosystème dulittoral plus graves que ceux prévus lors de la délivrancede l'autorisation ou s'ils mettent en danger la vie ou lasanté humaine.",Not Zone
185,395,"article 7 : obligation de prestation les navigateurs, pêcheurs, ouvriers, dockers et autres personnes se trouvant dans le périmètre du port tel qu'il est défini à l'article ler ci-dessus ne peuvent refuser, surréquisition des officiers de port, les services qui sont de leur compétence ; les officiers du port dresseront procès-verbal de tout refus.",Not Zone
186,989,"article 1°. aux fins du présent arrêté, on entend par : 1° """"le ministre"""" : le ministre fédéral ayant l'economie dans ses attributions;2° """"le ministre compétent"""" : le ministre compétent pour la protection du milieu marin;3° """"direction générale"""" : la direction générale qualité et sécurité du service public fédéral economie,pme. classes moyennes et energie;4° """"le délégué du ministre"""" : le directeur général de la direction générale qualité et sécurité duservice public fédéral economie, p.m.e., classes moyennes et energie:5° """"la commission"""" : la commission instituée par l'arrêté royal du 12 août 2000 instituant lacommission consultative chargée d'assurer la coordination entre les administrations concernées par lagestion de l'exploration et de l'exploitation du plateau continental et de la mer territoriale et en fixantles modalités et les frais de fonctionnement;6° """"la loi"""" : la loi du 13 juin 1969 sur l'exploration et l'exploitation des ressources non vivantes de lamer territoriale et du plateau continental;7° """"la loi zee"""" : la loi du 22 avril 1999 concernant la zone économique exclusive de la belgique enmer du nord;8° """"l'arrêté eee"""" : l'arrété royal du 1° septembre 2004 portant des mesures concernant l'évaluation deseffets sur l'environnement en application de la loi du 13 juin 1969 sur l'exploration et l'exploitation desressources non vivantes de la mer territoriale et du plateau continental;9° """"l'arrêté de concession"""" : un arrêté ministériel tel que visé à l'article 15, $ 1°;10° """"le fonds"""" : le fonds pour l'exploration et l'exploitation des ressources minérales et autresressources non vivantes de la mer territoriale et du plateau continental de la belgique instauré par laloi organique du 27 décembre 1990 portant la création de fonds budgétaires modifiée par la loiprogramme du 30 décembre 2001;11° """"tirsnb"""" : l'institut royal des sciences naturelles de belgique;12° """"t'ugmm"""" : l'unité de gestion du modèle mathématique de la mer du nord et de l'estuaire del'escaut de l'irsnb; 13° """"sable"""" : matériau minéral dont la proportion en poids des grains d'un diamètre inférieur ou égal à4 mm est d'au moins 85 % dans l'échantillon;14° """"gravier"""" : matériau minéral dont la proportion en poids des grains d'un diamètre supérieur à 4 mmest supérieure à 15 % dans l'échantillon;15° """"zone de contrôle"""" : aire à l'intérieur de laquelle une concession d'exploration et/ou d'exploitationpeut être octroyée et dont la délimitation est déterminée à l'article 2;16° """"zone d'exploration"""" : aire à l'intérieur de laquelle on peut chercher des dépôts de sable et degravier, avec comme objectif la délimitation de nouvelles zones de contrôle et dont la délimitation estdéterminée à l'article 3;17° """"secteur"""" : surface comprise dans une zone de contrôle:18° """"projet exceptionnel"""" : exploitation pour laquelle sont exploité plus de 100 000 m° de sable ou degravier par mois et limitée dans le temps;19° """"notifier"""" : l'envoi d'une lettre recommandée par la poste, avec accusé de réception;20° """"cédant"""" : le titulaire d'une concession qui transfère sa concession;21° """"cessionnaire"""" : la personne ou l'entreprise à qui une concession est transférée;22° """"agents compétents"""" : les agents désignés selon l'article 46, $ 1°;23° """"cargaison"""" : la totalité des matériaux en cale;24° """"échantillon"""" : une partie de la cargaison qui en est représentative de celui-ci;25° """"bateau d'exploitation"""" : chaque bateau utilisé pour le dragage ou pour l'exploitation des matièrespremières des fonds marins;26° """"le bateau de transport"""" : chaque bateau, à l'exception des bateaux d'exploitation, qui est utilisépour le transport des matières premières draguées ou exploitées:27° """"examen continu"""" : recherche effectué en application de l'article 3, § 2, de la loi;28° """"recherche d'exploration"""" : recherche effectué par le direction générale ou l'industrie, avec commebut la découverte de nouvelles dépositions;29° """"etats membres concernés"""" : etats membres de l'union européenne qui sont concernés parl'application de la directive 85/337/cee du conseil du 27 juin 1985 concernant l'évaluation desincidences de certains projets publics et privés sur l'environnement;30° """"parties contractantes"""" : parties auprès de la convention d'espoo : la convention sur l'évaluationde l'impact sur l'environnement dans un contexte transfrontalier et les annexes i"""", il, i, iv, v, vi etvil faits à espoo le 25 février 1991 et approuvés par la loi du 9 juin 1999.chapitre ii. - détermination et accès aux zones de contrôleet aux secteurs attribués par une concession d'exploration ou d'exploitation",Not Zone
187,9158,"article 29. - amendement et révision 1. - tout etat membre peut présenter des propositions d'amendement ou de révision de la présente charte.2. - les propositions d’amendement ou de révision sont adressées aux etats membres trente jours au plustard après leur réception au siège de l'organisation de l'unité africaine. le conseil des ministres del'organisation de l'unité africaine n'est saisi des propositions d'amendement ou de révision que lorsque tousles etats membres en ont reçu notification et après un délai d'un an.3. - les amendements sont adoptés par la conférence des chefs d'etat et le gouvernement del'organisation de l'unité africaine par consensus ou, à défaut, à la majorité des deux tiers et soumis à laratification des etats membres conformément à leurs procédures constitutionnelles respectives.",Not Zone
188,10073,"article 1. pour l'application de la présente loi on entend par : 1° """"substance nuisible"""" : toute substance dont l'introduction dans la mer est susceptible de mettre endanger la santé de l'homme, de nuire aux ressources biologiques, à la faune et à la flore marines, deporter atteinte à l'agrément des sites ou de gêner toute autre utilisation légitime de la mer (et toutes lessubstances soumises au contrôle en vertu de la convention), <l 2006-12-19/44, art. 3, 004: en vigueur: 26-02-2007>2° a. """"rejet"""", lorsqu'il se rapporte aux substances nuisibles ou aux effluents contenant de tellessubstances : tout déversement provenant d'un navire, quelle qu'en soit la cause, et comprend toutécoulement, évacuation, épanchement, fuite, déchargement par pompage, (émission,) émanation ouvidange: <l 2006-12-19/44, art. 3, 004: en vigueur : 26-02-2007>b. le terme """"rejet"""" ne couvre pas :a) l'immersion au sens de la convention sur la prévention de la pollution marine causée parl'immersion de déchets et autres matières, faite à londres le 13 novembre 1972;b) les déversements de substances nuisibles qui résultent directement de l'exploration, del'exploitation et du traitement connexe """"offshore"""" des ressources minérales du fond des mers et desocéans,c) les déversements de substances nuisibles effectués aux fins de recherches scientifiques légitimesvisant à réduire ou à combattre la pollution;3° """"ministre"""" : le ministre ayant l'administration des affaires maritimes et de la navigation dans sesattribution;4° ("""" navire """" : tout bâtiment exploité en milieu marin, de quelque type que ce soit, et englobant lesbateaux de plaisance, les hydroptères, les aéroglisseurs, les engins submersibles, les engins flottants etles plates-formes fixes ou flottantes:) <l 1999-01-20/33, art. 61, $ 1, 002; en vigueur : 22-03-1999>5° """"evénement"""" : un incident qui entraîne ou est susceptible d'entraîner le rejet à la mer d'unesubstance nuisible ou d'un effluent contenant une telle substance;6° """"convention"""" : la convention internationale de 1973 pour la prévention de la pollution par lesnavires, et annexes faites à londres le 2 novembre 1973, et le protocole de 1978 relatif à laconvention internationale de 1973 pour la prévention de la pollution par les navires, et annexe, faits àlondres le 17 février 1978, approuvés par la loi du 17 janvier 1984, ainsi que les amendementsultérieurs de cette convention engageant la belgique sur le plan international;7° """"port"""" : une rade, une jetée, un embarcadère et, en général, tout endroit situé ou non en mer etpermettant l'amarrage de navires ou l'embarquement ou le débarquement de personnes et demarchandises. (8° """" bateau de plaisance """" : tout batiment d'une longueur hors tout de 2,5 à 24 mètres, avec ou sansmoyen de propulsion propre, qui n'est utilisé que pour l'agrément et la pratique des sports nautiques.)<l 1999-01-20/33, art. 61, $ 2, 002; en vigueur : 22-03-1999>",Not Zone
189,47,"article 4. — afin de permettre la protection et la préservation des cordons dunaires, des dunes littorales etdes parties supérieures des plages concernées, les voiescarrossables nouvelles devant être réalisées, en vertudes dispositions du présent décret, doivent avoir uneemprise maximale de huit (8) mètres de largeur etcomporter un corps de chaussée compacte et des talusvégétalisés et faire l’objet de tous les travauxd’assainissement requis.",Not Zone
190,52,"article ler. — en application des dispositions des articles 14, 17 et 18 de la loi n° 02-02 du 22 dhouel kaada 1422 correspondant au 5 février 2002, susvisée,le présent décret a pour objet de fixer :— les conditions et les modalités de construction etd’occupation du sol liées directement aux fonctions desactivités économiques autorisées sur une bande littorale detrois (3) kilomètres ;— les conditions d'occupation des parties naturellesbordant les plages et participant au maintien de leurdynamique et de leur équilibre sédimentaire, ainsi quecelle des dunes bordières et des cordons sableux desparties hautes des plages non atteints par les hautes mers ;— les conditions et les modalités d’extension de la zoneobjet de non-ædificandi à trois cents (300) mètres ainsique les conditions dans lesquelles des autorisationspeuvent être accordées pour les activités et les servicespour lesquelles la proximité immédiate de la mer est unenécessité.chapitre ides modalites et proceduressection 1de l’étude d’aménagement du littoral",Not Zone
191,15744,"article 29: le présent décret, qui abroge toutes dispo- sitions antérieures contraires, sera enregistré etpublié au journal officiel de la république du congo.fait à brazzaville. le 21 mars 2014par le président de la république,denis sassou-n'guessole ministre d'etat, ministre des transports,de l'aviation civile et de la marine marchande,rodolphe adadale ministre à la présidence de la républiquechargé de la défense nationale,charles richard mondjole ministre de l'intérieur et de la décentralisation,raymond zéphirin mbouloule ministre d'etat, ministre de l'économie,des finances, du plan, du portefeuille publicet de l'intégration,gilbert ondongo le ministre des postes et télécommunications,thierry moungallale ministre de la communication et des relations avecle parlement, porte-parole du gouvernement,bienvenu okiemyle ministre de la santé et de la population,françois ibovi.le ministre des hydrocarbures,andré raphaël loembaministere de l’amenagement du terri-toire et de la delegation generaleaux grands travauxarrêté n° 3716 du 20 mars 2014 portantcomposition, organisation et fonctionnement de lacommission départementale de la fête nationale àsibiti dans le département de la lékoumoule ministre à la présidence de la républiquechargé de l'aménagement du territoire et de la délé-gation générale aux grands travaux,vu la constitution ;vu le décret n° 2003-326 du 19 décembre 2003relatif à l'exercice du pouvoir règlementaire ;vu le décret n° 2012-1035 du 25 septembre 2012portant nomination des membres du gouvernement :vu le décret n° 2013-50 du 11 février 2013 portantréorganisation de la commission d'organisation de lafête nationale dans les chefs-lieux de départements :vu l'arrêté n° 3048 du 25 mars 2013 portant organi-sation et fonctionnement de la commission techniqued'organisation de la fête nationale dans les chefs-lieux de départements.arrête :",Not Zone
192,8513,"article 1 ‏ىأ‎ modifié par arrété du 25 février 2008 - art. 1les capitaines de navires, autres que les navires de péche et les bateaux de plaisance ayant un agrément pourdouze passagers au maximum, doivent fournir, au moins 24 heures avant l'arrivée dans le port, sauf casd'urgence, à l'autorité portuaire, les informations sur les déchets d'exploitation et les résidus de cargaison deleurs navires en renseignant les rubriques du modèle figurant en annexe du présent arrêté.les armateurs, courtiers et consignataires du navire peuvent également remplir cette obligation.",Not Zone
193,392,"article 4 : commandant du port le commandant du port est sous les ordres du directeur du port, responsable de la police administrative dans les limites du périmètre du port.il exerce à cet effet une action générale de coordination, de contrôle sur tous les services publics et les affaires concernant directement la police administrative. en casd'urgence ou d'inexécution des ordres qu'il aurait donné ainsi que, plus généralement, dans le cadre de l'exécution de l'article 3 du présent règlement, le commandant du porta le droit de se rendre à bord de tout navire se trouvant dans le périmètre portuaire et d'y prendre, à la charges des défaillants à un ordre ou des contrevenants aux texteslégislatifs en vigueur, toutes les mesures nécessaires. le commandant du port a le droit de contrôler et de visiter les terrains, les magasins de cales et les magasins privés dansles limites du périmètre du port.dans le périmètre portuaire, toute personne est tenue d'observer attentivement et suivre tout ordre émanant du commandant du port ou de son représentant en matière demaintien d'ordre public et de sécurité, de régulation de la navigation, de prévention de collisions, d'incendie ou autres sinistres. toute personne est tenue au strict respect de cerèglement et autres lois, décrets ou règlements applicables.",Not Zone
194,2630,"article 4. $ 1%. les dérogations prévues à l'article 10, $ 2, de la loi se demandent et sont accordées suivant la procédure décrite ci-après.la demande est introduite par la personne qui souhaite exercer l'activité.la demande est adressée au ministre et notifiée à l'administration en un exemplaire original et quatre copies.la demande comporte au moins les données suivantes :1) nom, prénom, profession, domicile et nationalité du demandeur;2) l'interdiction ou les interdictions prévues par la loi pour lesquelles la dérogation est demandée:3) l'espèce ou les espèces pour lesquelles la dérogation est demandée et le nombre d'individus de chaqueespèce;4) les motifs de la dérogation:5) la manière dont il sera dérogé aux interdictions, l'étendue dans le temps de la dérogation et les moyensutilisés;6) une description des influences sur le milieu marin auxquelles 1l faut s'attendre, en particulier sur l'espèceconcernée ou celles qui en dépendent.l'administration sollicite des départements de l'institut spécialisés en la matière et d'au moins uneinstitution scientifique supplémentaire, belge ou étrangère, spécialisée dans la conservation de la nature, unavis sur la demande.dans un délai maximum de 60 jours à dater de la notification de la demande, l'administration transmet lademande et son avis sur celle-ci au ministre. l'avis se réfère à l'avis des institutions consultées.en cas d'avis défavorable de l'administration, le ministre se refuse à traiter plus avant la demande. sadécision, motivée, est notifiée au demandeur.en cas d'avis favorable de l'administration, le ministre peut demander l'avis d'institutions scientifiquessupplémentaires. il peut encore requérir du demandeur des informations complémentaires. lorsque le ministre juge que la demande peut être accordée, l'arrêté de dérogation, motivé etéventuellement assorti de conditions, est soumis à notre signature.l'arrêté mentionne à quelles mesures de surveillance les activités pour lesquelles la dérogation est accordéesont soumises.l'arrêté de dérogation est publié par extrait au moniteur belge.$ 2. la dérogation peut en tout temps être suspendue par le ministre, compte tenu de risques nouveaux oud'effets dommageables au milieu marin, à l'espèce concernée, ou à des espèces qui en dépendent. dans undélai de 45 jours à dater de la notification de la suspension, le ministre procède au retrait de la dérogation oulève la suspension. l'arrêté de retrait est soumis à notre signature.chapitre iv. - mesures de protection prises en exécutionde directives et de conventions internationales",Not Zone
195,409,"article 49 : interdiction d'accès aux équipements privés sauf autorisation préalable du commandant du port ou du chef du service d'exploitation du port selon le cas, aucun outillage ou engin ne peut être amené sur le domaineportuaire, que ce soit pour un usage public ou privé.l'installation dans le périmètre portuaire d'ouvrages quelconques ou d'équipement lourd à usage privé ou public et leur exploitation sont soumises à autorisation préalable dudirecteur du port, sans préjudice des dispositions particulières prévues dans les cahiers des charges applicables aux professions d'auxiliaires du transport maritime.",Not Zone
